Date,Sales
2011-09-01,1232.88
2011-09-01,767.52
2011-09-01,1100.16
2011-09-01,182.88
2011-09-01,473.61
2011-09-01,243.0
2011-09-01,357.0
2011-09-01,137.94
2011-09-01,348.36
2011-09-01,185.568
2011-09-01,87.9
2011-09-01,125.22
2011-09-01,77.5
2011-09-01,31.104
2011-09-01,100.68
2011-09-01,44.28
2011-09-01,64.35
2011-09-01,37.08
2011-09-01,60.54
2011-09-01,24.0
2011-09-01,23.744
2011-09-01,53.94
2011-09-01,19.3
2011-09-01,21.42
2011-09-01,18.24
2011-09-01,3.648
2011-10-01,1016.64
2011-10-01,231.97512
2011-10-01,103.56
2011-10-01,104.76
2011-10-01,66.42
2011-10-01,52.332
2011-10-01,22.0
2011-10-01,12.9
2011-10-01,8.91
2011-10-01,4.71
2011-11-01,1983.968
2011-11-01,743.13
2011-11-01,1592.7
2011-11-01,1549.98
2011-11-01,283.26
2011-11-01,527.16
2011-11-01,593.64
2011-11-01,770.22
2011-11-01,978.84
2011-11-01,443.92
2011-11-01,388.608
2011-11-01,196.8
2011-11-01,677.4
2011-11-01,928.8
2011-11-01,121.575
2011-11-01,519.525
2011-11-01,253.98256
2011-11-01,200.394
2011-11-01,588.6
2011-11-01,142.44
2011-11-01,533.94
2011-11-01,82.62
2011-11-01,266.91
2011-11-01,323.46
2011-11-01,494.316
2011-11-01,367.524
2011-11-01,255.45
2011-11-01,128.43
2011-11-01,98.592
2011-11-01,131.94
2011-11-01,144.27
2011-11-01,160.65
2011-11-01,48.93
2011-11-01,112.212
2011-11-01,147.96
2011-11-01,76.12
2011-11-01,125.37
2011-11-01,50.436
2011-11-01,69.52
2011-11-01,94.128
2011-11-01,68.704
2011-11-01,47.1
2011-11-01,37.32
2011-11-01,87.264
2011-11-01,46.41
2011-11-01,47.43
2011-11-01,87.48
2011-11-01,137.25
2011-11-01,18.768
2011-11-01,49.344
2011-11-01,47.808
2011-11-01,155.976
2011-11-01,32.508
2011-11-01,10.5
2011-11-01,28.62
2011-11-01,28.62
2011-11-01,167.94
2011-11-01,33.18
2011-11-01,44.4
2011-11-01,8.84
2011-11-01,43.176
2011-11-01,33.18
2011-11-01,28.23
2011-11-01,31.68
2011-11-01,15.696
2011-11-01,15.75
2011-11-01,22.428
2011-11-01,23.64
2011-11-01,11.664
2011-11-01,6.984
2011-11-01,10.272
2011-11-01,21.4
2011-11-01,5.64
2011-11-01,3.936
2011-11-01,7.52
2011-11-01,3.132
2011-12-01,2807.84
2011-12-01,1795.92
2011-12-01,909.72
2011-12-01,674.058
2011-12-01,1181.016
2011-12-01,1894.05
2011-12-01,180.075
2011-12-01,271.9
2011-12-01,659.988
2011-12-01,219.78
2011-12-01,491.0
2011-12-01,392.445
2011-12-01,111.888
2011-12-01,181.3266
2011-12-01,173.61
2011-12-01,103.38
2011-12-01,583.8
2011-12-01,220.08
2011-12-01,102.33
2011-12-01,46.64
2011-12-01,58.32
2011-12-01,117.66
2011-12-01,75.72
2011-12-01,102.18
2011-12-01,76.62
2011-12-01,26.49
2011-12-01,45.84
2011-12-01,58.2
2011-12-01,95.968
2011-12-01,64.824
2011-12-01,55.0128
2011-12-01,57.12
2011-12-01,25.272
2011-12-01,29.61
2011-12-01,38.68
2011-12-01,27.32
2011-12-01,36.288
2011-12-01,28.48
2011-12-01,44.1228
2011-12-01,13.86
2011-12-01,9.82
2011-12-01,11.67
2011-12-01,8.128
2011-12-01,3.933
2011-12-01,6.34
2011-01-02,314.22
2011-02-02,1052.31
2011-02-02,583.92
2011-02-02,549.927
2011-02-02,380.88
2011-02-02,587.412
2011-02-02,378.81
2011-02-02,692.328
2011-02-02,468.9
2011-02-02,729.48
2011-02-02,161.514
2011-02-02,334.3035
2011-02-02,248.022
2011-02-02,468.12
2011-02-02,266.496
2011-02-02,86.265
2011-02-02,104.8764
2011-02-02,88.83
2011-02-02,45.975
2011-02-02,44.13
2011-02-02,44.1
2011-02-02,56.88
2011-02-02,116.04
2011-02-02,37.8
2011-02-02,94.65
2011-02-02,13.185
2011-02-02,43.5024
2011-02-02,34.02
2011-03-02,775.278
2011-03-02,776.466
2011-03-02,682.4478
2011-03-02,257.742
2011-03-02,1055.457
2011-03-02,210.69
2011-03-02,151.2
2011-03-02,106.704
2011-03-02,35.52
2011-03-02,36.4
2011-03-02,45.684
2011-03-02,11.36
2011-03-02,3.424
2011-04-02,683.496
2011-04-02,1049.93
2011-04-02,1278.0
2011-04-02,228.42
2011-04-02,455.664
2011-04-02,522.72
2011-04-02,3195.0
2011-04-02,153.52452
2011-04-02,154.9
2011-04-02,177.68
2011-04-02,230.67252
2011-04-02,114.76728
2011-04-02,81.03
2011-04-02,149.58
2011-04-02,111.84
2011-04-02,172.43928
2011-04-02,18.48
2011-04-02,18.93
2011-04-02,11.8524
2011-04-02,27.72
2011-04-02,33.488
2011-04-02,15.84
2011-04-02,9.36
2011-04-02,26.72
2011-05-02,2754.0
2011-05-02,1057.38
2011-05-02,479.984
2011-05-02,1388.88
2011-05-02,246.48
2011-05-02,309.36
2011-05-02,520.56
2011-05-02,337.23
2011-05-02,266.28
2011-05-02,155.7
2011-05-02,236.1765
2011-05-02,287.58
2011-05-02,80.73
2011-05-02,476.763
2011-05-02,115.05
2011-05-02,73.206
2011-05-02,161.94
2011-05-02,97.74
2011-05-02,26.136
2011-05-02,58.56
2011-05-02,49.23
2011-05-02,49.1775
2011-05-02,24.156
2011-05-02,22.908
2011-06-02,1252.584
2011-06-02,2052.54
2011-06-02,413.3943
2011-06-02,1502.784
2011-06-02,976.08
2011-06-02,356.94
2011-06-02,441.9
2011-06-02,449.64
2011-06-02,1160.784
2011-06-02,266.4
2011-06-02,219.6
2011-06-02,286.32
2011-06-02,239.97
2011-06-02,388.125
2011-06-02,243.27
2011-06-02,138.672
2011-06-02,345.24
2011-06-02,275.502
2011-06-02,126.348
2011-06-02,182.7546
2011-06-02,125.46
2011-06-02,90.18
2011-06-02,56.448
2011-06-02,112.08
2011-06-02,100.92
2011-06-02,49.77
2011-06-02,72.88
2011-06-02,81.42
2011-06-02,59.808
2011-06-02,57.024
2011-06-02,73.32
2011-06-02,50.94
2011-06-02,48.366
2011-06-02,22.632
2011-06-02,26.5848
2011-06-02,21.864
2011-06-02,28.1868
2011-06-02,30.51
2011-06-02,29.1
2011-06-02,21.9
2011-06-02,8.56
2011-06-02,12.384
2011-06-02,7.5198
2011-06-02,9.888
2011-07-02,171.288
2011-07-02,73.98
2011-07-02,34.875
2011-07-02,46.08
2011-07-02,25.184
2011-07-02,31.968
2011-07-02,5.58
2011-08-02,838.38
2011-08-02,275.4
2011-08-02,911.04
2011-08-02,178.254
2011-08-02,847.872
2011-08-02,142.623
2011-08-02,280.44
2011-08-02,90.3
2011-08-02,157.68
2011-08-02,87.156
2011-08-02,101.52
2011-08-02,179.88
2011-08-02,101.1
2011-08-02,262.935
2011-08-02,115.11
2011-08-02,87.96
2011-08-02,143.1
2011-08-02,43.767
2011-08-02,96.8
2011-08-02,18.9
2011-08-02,13.296
2011-08-02,116.0775
2011-08-02,29.232
2011-08-02,62.16
2011-08-02,34.02
2011-08-02,26.7
2011-08-02,22.74
2011-08-02,28.96
2011-08-02,10.566
2011-08-02,21.2
2011-08-02,4.14
2011-08-02,10.41
2011-08-02,4.788
2011-09-02,922.95
2011-09-02,2076.606
2011-09-02,1793.98
2011-09-02,1236.465
2011-09-02,561.495
2011-09-02,249.84
2011-09-02,189.96
2011-09-02,475.944
2011-09-02,559.71
2011-09-02,541.44
2011-09-02,307.395
2011-09-02,486.36
2011-09-02,578.64
2011-09-02,213.3
2011-09-02,220.968
2011-09-02,95.64
2011-09-02,158.6
2011-09-02,243.81
2011-09-02,405.92
2011-09-02,80.1
2011-09-02,174.33
2011-09-02,57.75
2011-09-02,239.976
2011-09-02,86.4
2011-09-02,352.59
2011-09-02,147.96
2011-09-02,70.71
2011-09-02,131.07
2011-09-02,44.97
2011-09-02,43.83
2011-09-02,79.884
2011-09-02,35.04
2011-09-02,52.8
2011-09-02,75.0
2011-09-02,131.76
2011-09-02,107.28
2011-09-02,105.3
2011-09-02,50.28
2011-09-02,105.6
2011-09-02,97.56
2011-09-02,80.64
2011-09-02,221.4
2011-09-02,49.248
2011-09-02,34.3
2011-09-02,14.94
2011-09-02,23.16
2011-09-02,86.58
2011-09-02,21.24
2011-09-02,19.9
2011-09-02,68.22
2011-09-02,18.063
2011-09-02,17.88
2011-09-02,21.924
2011-09-02,20.52
2011-09-02,13.32
2011-09-02,14.6916
2011-09-02,12.3
2011-09-02,11.1552
2011-09-02,16.152
2011-09-02,9.3
2011-10-02,318.4
2011-10-02,230.376
2011-10-02,12.768
2011-10-02,15.36
2011-10-02,4.672
2011-10-02,9.408
2011-10-02,7.16
2011-11-02,336.24
2011-11-02,1262.061
2011-11-02,799.92
2011-11-02,177.66
2011-11-02,607.92
2011-11-02,649.35
2011-11-02,385.02
2011-11-02,593.46
2011-11-02,539.964
2011-11-02,362.92
2011-11-02,504.72
2011-11-02,103.92
2011-11-02,178.08
2011-11-02,136.68
2011-11-02,199.584
2011-11-02,154.26
2011-11-02,177.84
2011-11-02,85.23
2011-11-02,102.84
2011-11-02,89.34
2011-11-02,227.82
2011-11-02,46.384
2011-11-02,71.34
2011-11-02,64.824
2011-11-02,33.18
2011-11-02,66.45
2011-11-02,88.776
2011-11-02,24.72
2011-11-02,36.6
2011-11-02,44.064
2011-11-02,50.232
2011-11-02,52.792
2011-11-02,45.684
2011-11-02,26.04
2011-11-02,41.94
2011-11-02,34.86
2011-11-02,38.466
2011-11-02,32.19
2011-11-02,28.08
2011-11-02,32.52
2011-11-02,22.734
2011-11-02,19.242
2011-11-02,14.49
2011-11-02,7.6
2011-11-02,21.68
2011-11-02,22.23
2011-11-02,8.91
2011-11-02,40.152
2011-12-02,883.92
2011-12-02,379.287
2011-12-02,676.2
2011-12-02,370.818
2011-12-02,281.82
2011-12-02,299.58
2011-12-02,349.2
2011-12-02,504.72
2011-12-02,889.92
2011-12-02,219.4275
2011-12-02,228.0
2011-12-02,239.84
2011-12-02,246.0
2011-12-02,644.88
2011-12-02,119.96
2011-12-02,145.98
2011-12-02,146.82
2011-12-02,119.8
2011-12-02,60.72
2011-12-02,94.6305
2011-12-02,70.56
2011-12-02,46.72
2011-12-02,58.36
2011-12-02,23.31
2011-12-02,39.96
2011-12-02,15.66
2011-12-02,30.51
2011-12-02,18.96
2011-12-02,13.14
2011-12-02,26.49
2011-12-02,8.94
2011-12-02,16.464
2011-12-02,15.24
2011-12-02,5.95
2011-12-02,2.394
2011-01-03,276.102
2011-01-03,912.456
2011-01-03,666.84
2011-01-03,337.6395
2011-01-03,211.1805
2011-01-03,854.49
2011-01-03,192.87
2011-01-03,159.444
2011-01-03,195.2
2011-01-03,122.58
2011-01-03,69.3
2011-01-03,68.868
2011-01-03,135.1182
2011-01-03,35.883
2011-01-03,51.84
2011-01-03,62.34
2011-01-03,81.24
2011-01-03,47.43
2011-01-03,6.006
2011-01-03,16.71
2011-02-03,90.63
2011-02-03,180.96
2011-02-03,25.488
2011-02-03,29.82
2011-02-03,18.336
2011-02-03,9.06
2011-02-03,12.35
2011-03-03,1619.1
2011-03-03,1095.66
2011-03-03,751.872
2011-03-03,310.5
2011-03-03,597.84
2011-03-03,489.0
2011-03-03,825.0606
2011-03-03,302.45
2011-03-03,626.352
2011-03-03,491.76
2011-03-03,125.76
2011-03-03,333.66
2011-03-03,731.07
2011-03-03,139.8
2011-03-03,176.772
2011-03-03,113.28
2011-03-03,119.07
2011-03-03,126.15
2011-03-03,57.6
2011-03-03,69.15
2011-03-03,41.796
2011-03-03,58.98
2011-03-03,25.32
2011-03-03,31.17
2011-03-03,57.168
2011-03-03,44.672
2011-03-03,16.308
2011-03-03,15.12
2011-03-03,7.848
2011-03-03,12.372
2011-03-03,19.456
2011-03-03,23.88
2011-03-03,9.99
2011-03-03,13.95
2011-04-03,390.72
2011-04-03,163.32
2011-04-03,58.56
2011-04-03,159.98
2011-04-03,33.21
2011-04-03,62.31
2011-04-03,11.16
2011-05-03,642.72
2011-05-03,532.77
2011-05-03,534.438
2011-05-03,600.36
2011-05-03,145.962
2011-05-03,182.898
2011-05-03,588.6
2011-05-03,86.346
2011-05-03,98.88
2011-05-03,423.24
2011-05-03,88.86
2011-05-03,107.04
2011-05-03,116.64
2011-05-03,175.7
2011-05-03,54.66
2011-05-03,62.4
2011-05-03,23.82
2011-05-03,101.1
2011-05-03,49.32
2011-05-03,50.7
2011-05-03,97.264
2011-05-03,28.02
2011-05-03,54.0579
2011-05-03,145.98
2011-05-03,27.18
2011-05-03,40.176
2011-05-03,59.52
2011-05-03,28.431
2011-05-03,31.995
2011-05-03,21.56
2011-05-03,16.98
2011-05-03,10.896
2011-05-03,15.39
2011-05-03,15.39
2011-06-03,855.15
2011-06-03,1353.6
2011-06-03,384.21
2011-06-03,972.648
2011-06-03,986.202
2011-06-03,515.88
2011-06-03,2544.96
2011-06-03,132.696
2011-06-03,562.518
2011-06-03,329.55
2011-06-03,267.381
2011-06-03,80.0
2011-06-03,350.649
2011-06-03,212.1
2011-06-03,238.491
2011-06-03,160.866
2011-06-03,66.36
2011-06-03,54.12
2011-06-03,125.22
2011-06-03,66.852
2011-06-03,61.544
2011-06-03,62.61
2011-06-03,143.1
2011-06-03,49.59
2011-06-03,24.09
2011-06-03,99.0
2011-06-03,25.464
2011-06-03,121.932
2011-06-03,86.76
2011-06-03,51.84
2011-06-03,30.48
2011-06-03,15.87
2011-06-03,60.56
2011-06-03,11.43
2011-06-03,35.532
2011-06-03,27.66
2011-06-03,15.28
2011-06-03,24.42
2011-06-03,19.836
2011-06-03,7.6
2011-06-03,22.29
2011-06-03,12.96
2011-06-03,8.208
2011-06-03,55.92
2011-06-03,15.936
2011-08-03,840.6
2011-08-03,2605.392
2011-08-03,525.69
2011-08-03,712.8
2011-08-03,360.96
2011-08-03,646.38
2011-08-03,509.4
2011-08-03,365.91
2011-08-03,218.75
2011-08-03,388.161
2011-08-03,136.1034
2011-08-03,134.61
2011-08-03,148.05
2011-08-03,195.408
2011-08-03,387.0
2011-08-03,329.76
2011-08-03,149.1
2011-08-03,262.86
2011-08-03,58.104
2011-08-03,65.37
2011-08-03,298.8
2011-08-03,93.024
2011-08-03,77.36
2011-08-03,47.4
2011-08-03,41.85
2011-08-03,66.45
2011-08-03,102.3
2011-08-03,160.992
2011-08-03,79.92
2011-08-03,50.85
2011-08-03,47.952
2011-08-03,24.0
2011-08-03,33.06
2011-08-03,39.96
2011-08-03,26.58
2011-08-03,87.84
2011-08-03,27.45
2011-08-03,19.404
2011-08-03,28.98
2011-08-03,48.66
2011-08-03,70.38
2011-08-03,22.5
2011-08-03,23.32
2011-08-03,73.926
2011-08-03,21.36
2011-08-03,10.65
2011-08-03,2.6
2011-09-03,145.5
2011-09-03,437.67
2011-09-03,51.36
2011-09-03,14.4
2011-09-03,38.13
2011-09-03,92.16
2011-09-03,26.64
2011-09-03,7.68
2011-10-03,1526.5
2011-10-03,1236.2
2011-10-03,780.165
2011-10-03,1039.27728
2011-10-03,1567.62
2011-10-03,258.279
2011-10-03,266.58
2011-10-03,82.368
2011-10-03,242.1
2011-10-03,142.488
2011-10-03,290.142
2011-10-03,143.432
2011-10-03,55.984
2011-10-03,97.68
2011-10-03,27.44
2011-10-03,122.352
2011-10-03,82.161
2011-10-03,101.268
2011-10-03,61.568
2011-10-03,82.674
2011-10-03,43.29
2011-10-03,28.38
2011-10-03,47.736
2011-10-03,54.36
2011-10-03,78.408
2011-10-03,31.776
2011-10-03,35.6
2011-10-03,14.48
2011-10-03,15.072
2011-10-03,38.88
2011-10-03,25.62
2011-10-03,4.928
2011-10-03,21.06
2011-10-03,6.192
2011-10-03,4.344
2011-10-03,4.329
2011-10-03,1.788
2011-11-03,2526.93
2011-11-03,1983.135
2011-11-03,2544.372
2011-11-03,1206.84
2011-11-03,292.8
2011-11-03,1199.76
2011-11-03,1200.312
2011-11-03,783.96
2011-11-03,880.95
2011-11-03,410.352
2011-11-03,745.686
2011-11-03,375.84
2011-11-03,226.839
2011-11-03,537.0
2011-11-03,391.2
2011-11-03,244.2069
2011-11-03,945.036
2011-11-03,286.344
2011-11-03,172.368
2011-11-03,89.97
2011-11-03,143.856
2011-11-03,174.5184
2011-11-03,168.6825
2011-11-03,113.952
2011-11-03,146.88
2011-11-03,181.17
2011-11-03,82.26
2011-11-03,35.397
2011-11-03,48.896
2011-11-03,73.1
2011-11-03,89.504
2011-11-03,75.96
2011-11-03,70.56
2011-11-03,51.03
2011-11-03,23.97
2011-11-03,77.16
2011-11-03,60.966
2011-11-03,83.25
2011-11-03,29.1
2011-11-03,25.984
2011-11-03,47.0958
2011-11-03,77.424
2011-11-03,37.92
2011-11-03,15.96
2011-11-03,53.775
2011-11-03,25.191
2011-11-03,25.2
2011-11-03,6.72
2011-11-03,11.64
2011-11-03,13.66
2011-11-03,111.72
2011-11-03,5.76
2011-11-03,14.301
2011-11-03,7.856
2011-11-03,3.488
2011-11-03,17.28
2011-12-03,3227.7
2011-12-03,755.0868
2011-12-03,990.468
2011-12-03,379.44
2011-12-03,354.15
2011-12-03,219.834
2011-12-03,362.5047
2011-12-03,395.82
2011-12-03,479.96
2011-12-03,159.66
2011-12-03,335.583
2011-12-03,63.3
2011-12-03,74.64
2011-12-03,179.48
2011-12-03,144.342
2011-12-03,74.0781
2011-12-03,158.4
2011-12-03,35.55
2011-12-03,50.31
2011-12-03,40.587
2011-12-03,36.18
2011-12-03,76.5
2011-12-03,56.352
2011-12-03,102.6168
2011-12-03,41.472
2011-12-03,24.8004
2011-12-03,48.72
2011-12-03,29.85
2011-12-03,25.92
2011-12-03,17.16
2011-12-03,20.16
2011-12-03,52.59
2011-01-04,1648.44
2011-01-04,222.56
2011-01-04,185.76
2011-01-04,139.77
2011-01-04,148.96
2011-01-04,165.54824
2011-01-04,74.304
2011-01-04,38.26
2011-01-04,37.84
2011-01-04,38.58
2011-01-04,26.64
2011-01-04,16.448
2011-01-04,27.36
2011-01-04,17.01
2011-01-04,15.48
2011-01-04,5.91
2011-02-04,440.88
2011-02-04,883.8
2011-02-04,115.44
2011-02-04,148.878
2011-02-04,83.84
2011-02-04,58.98
2011-02-04,30.24
2011-02-04,27.36
2011-02-04,13.272
2011-02-04,52.86
2011-02-04,6.822
2011-02-04,4.41
2011-03-04,554.76
2011-03-04,354.9
2011-03-04,90.56
2011-03-04,89.58
2011-03-04,94.44
2011-03-04,43.281
2011-03-04,15.552
2011-04-04,512.76
2011-04-04,507.276
2011-04-04,585.98568
2011-04-04,657.84
2011-04-04,1063.9678
2011-04-04,526.64
2011-04-04,232.55
2011-04-04,292.8
2011-04-04,207.54
2011-04-04,119.56
2011-04-04,99.98
2011-04-04,92.88
2011-04-04,145.98
2011-04-04,50.7
2011-04-04,75.76
2011-04-04,79.36
2011-04-04,85.95
2011-04-04,48.06
2011-04-04,35.928
2011-04-04,59.4
2011-04-04,18.68
2011-04-04,32.4
2011-04-04,16.86
2011-04-04,27.27
2011-04-04,18.9
2011-04-04,40.5
2011-04-04,19.44
2011-04-04,7.184
2011-04-04,26.628
2011-04-04,12.96
2011-04-04,8.16
2011-04-04,7.83
2011-04-04,5.47
2011-05-04,2833.76
2011-05-04,1112.697
2011-05-04,1413.45
2011-05-04,379.08
2011-05-04,369.09
2011-05-04,228.75
2011-05-04,187.68
2011-05-04,82.044
2011-05-04,111.6
2011-05-04,99.0
2011-05-04,41.832
2011-05-04,65.13
2011-05-04,37.84
2011-05-04,55.6017
2011-05-04,55.38
2011-05-04,27.46
2011-05-04,34.92
2011-05-04,97.17
2011-05-04,25.38
2011-05-04,46.8
2011-05-04,30.96
2011-05-04,25.92
2011-05-04,75.78
2011-05-04,12.18
2011-05-04,5.472
2011-05-04,57.68
2011-06-04,467.04
2011-06-04,324.52
2011-06-04,388.125
2011-06-04,353.568
2011-06-04,122.88
2011-06-04,79.596
2011-06-04,21.96
2011-06-04,56.96
2011-06-04,14.49
2011-06-04,13.96
2011-06-04,15.56
2011-06-04,21.6
2011-06-04,16.224
2011-06-04,27.6
2011-07-04,799.848
2011-07-04,177.536
2011-07-04,278.85
2011-07-04,248.9004
2011-07-04,171.2
2011-07-04,44.9295
2011-07-04,32.432
2011-07-04,29.238
2011-07-04,102.576
2011-07-04,51.711
2011-07-04,21.84
2011-07-04,15.6
2011-07-04,7.77
2011-08-04,1455.12
2011-08-04,1089.75
2011-08-04,616.2
2011-08-04,439.2
2011-08-04,728.64
2011-08-04,1758.12
2011-08-04,963.36
2011-08-04,735.12
2011-08-04,447.84
2011-08-04,399.96
2011-08-04,259.74
2011-08-04,351.3
2011-08-04,255.42
2011-08-04,332.24
2011-08-04,379.44
2011-08-04,333.48
2011-08-04,129.84
2011-08-04,282.8
2011-08-04,247.44
2011-08-04,101.64
2011-08-04,242.55
2011-08-04,164.07
2011-08-04,109.6845
2011-08-04,158.9
2011-08-04,101.96
2011-08-04,105.48
2011-08-04,204.63
2011-08-04,141.45
2011-08-04,148.59
2011-08-04,204.15
2011-08-04,124.011
2011-08-04,41.49
2011-08-04,141.474
2011-08-04,143.79
2011-08-04,41.88
2011-08-04,49.41
2011-08-04,14.8
2011-08-04,35.8
2011-08-04,51.78
2011-08-04,25.014
2011-08-04,13.184
2011-08-04,16.4
2011-08-04,11.604
2011-08-04,16.4
2011-08-04,8.25
2011-10-04,589.41
2011-10-04,1292.34
2011-10-04,879.6
2011-10-04,285.20844
2011-10-04,859.04
2011-10-04,567.528
2011-10-04,349.6986
2011-10-04,520.68
2011-10-04,279.68
2011-10-04,276.15
2011-10-04,224.37648
2011-10-04,292.68
2011-10-04,95.648
2011-10-04,105.36
2011-10-04,211.992
2011-10-04,272.3562
2011-10-04,77.856
2011-10-04,76.788
2011-10-04,54.44
2011-10-04,85.05
2011-10-04,37.8
2011-10-04,30.3
2011-10-04,18.96
2011-10-04,38.144
2011-10-04,27.968
2011-10-04,14.45
2011-10-04,56.76
2011-10-04,10.76
2011-10-04,29.24
2011-10-04,361.08
2011-10-04,53.928
2011-10-04,49.26
2011-10-04,16.92
2011-10-04,28.992
2011-10-04,2.4
2011-10-04,7.872
2011-11-04,3991.98
2011-11-04,1380.9
2011-11-04,820.488
2011-11-04,1401.84
2011-11-04,1046.25
2011-11-04,1035.72
2011-11-04,1028.16
2011-11-04,666.344
2011-11-04,275.94
2011-11-04,1086.18
2011-11-04,360.0
2011-11-04,230.202
2011-11-04,252.27
2011-11-04,226.5165
2011-11-04,331.02
2011-11-04,248.85
2011-11-04,486.66
2011-11-04,447.968
2011-11-04,137.784
2011-11-04,130.08
2011-11-04,141.44
2011-11-04,237.75
2011-11-04,573.728
2011-11-04,45.12
2011-11-04,135.882
2011-11-04,125.895
2011-11-04,167.58
2011-11-04,134.37
2011-11-04,79.92
2011-11-04,171.153
2011-11-04,102.87
2011-11-04,137.84
2011-11-04,97.68
2011-11-04,65.5875
2011-11-04,44.448
2011-11-04,75.06
2011-11-04,118.656
2011-11-04,35.34
2011-11-04,30.618
2011-11-04,59.34
2011-11-04,17.688
2011-11-04,43.57
2011-11-04,13.14
2011-11-04,17.19
2011-11-04,55.35
2011-11-04,58.24
2011-11-04,27.5
2011-11-04,20.96
2011-11-04,52.064
2011-11-04,36.72
2011-11-04,21.936
2011-11-04,25.8
2011-11-04,19.488
2011-11-04,19.44
2011-11-04,5.064
2011-11-04,17.19
2011-11-04,8.376
